,IDComarca,IDMunicipi,Quantitat,Any,NomComarca,NomMunicipi,IDMacrofamilia,NomMacrofamilia
0,6,80446,453.38,2017-01-01,Anoia,Capellades,H,Fruites i verdures fresques
1,6,80446,1727.06,2016-01-01,Anoia,Capellades,H,Fruites i verdures fresques
2,6,80446,683.0799999999999,2015-01-01,Anoia,Capellades,H,Fruites i verdures fresques
3,6,80446,132.0,2017-01-01,Anoia,Capellades,H,Fruites i verdures fresques
4,6,81022,36364.130000000005,2017-01-01,Anoia,Igualada,H,Fruites i verdures fresques
5,6,81022,81786.29999999997,2016-01-01,Anoia,Igualada,H,Fruites i verdures fresques
6,6,81022,79142.40999999996,2015-01-01,Anoia,Igualada,H,Fruites i verdures fresques
7,6,81022,41413.460000000036,2014-01-01,Anoia,Igualada,H,Fruites i verdures fresques
8,6,81022,39451.340000000004,2013-01-01,Anoia,Igualada,H,Fruites i verdures fresques
9,6,81022,15438.2,2012-01-01,Anoia,Igualada,H,Fruites i verdures fresques
10,6,81022,7894.039999999998,2011-01-01,Anoia,Igualada,H,Fruites i verdures fresques
11,6,81022,5191.120000000001,2010-01-01,Anoia,Igualada,H,Fruites i verdures fresques
12,6,81022,96.0,2009-01-01,Anoia,Igualada,H,Fruites i verdures fresques
13,6,81022,15.0,2008-01-01,Anoia,Igualada,H,Fruites i verdures fresques
14,6,81022,252.0,2007-01-01,Anoia,Igualada,H,Fruites i verdures fresques
15,6,81022,23797.1,2017-01-01,Anoia,Igualada,H,Fruites i verdures fresques
16,6,81653,359.9,2017-01-01,Anoia,la Pobla de Claramunt,H,Fruites i verdures fresques
17,6,81653,556.0,2016-01-01,Anoia,la Pobla de Claramunt,H,Fruites i verdures fresques
18,6,81653,51.0,2014-01-01,Anoia,la Pobla de Claramunt,H,Fruites i verdures fresques
19,6,81653,87.5,2013-01-01,Anoia,la Pobla de Claramunt,H,Fruites i verdures fresques
20,6,81653,90.0,2017-01-01,Anoia,la Pobla de Claramunt,H,Fruites i verdures fresques
21,6,82861,36.0,2012-01-01,Anoia,la Torre de Claramunt,H,Fruites i verdures fresques
22,6,82861,556.64,2011-01-01,Anoia,la Torre de Claramunt,H,Fruites i verdures fresques
23,6,82861,912.02,2010-01-01,Anoia,la Torre de Claramunt,H,Fruites i verdures fresques
24,6,82861,298.0,2009-01-01,Anoia,la Torre de Claramunt,H,Fruites i verdures fresques
25,6,82861,2166.0,2008-01-01,Anoia,la Torre de Claramunt,H,Fruites i verdures fresques
26,6,82861,5396.5,2007-01-01,Anoia,la Torre de Claramunt,H,Fruites i verdures fresques
27,6,81192,115.0,2016-01-01,Anoia,Masquefa,H,Fruites i verdures fresques
28,6,81192,611.2,2015-01-01,Anoia,Masquefa,H,Fruites i verdures fresques
29,6,81192,939.0,2017-01-01,Anoia,Masquefa,H,Fruites i verdures fresques
30,6,81430,1280.0,2017-01-01,Anoia,Òdena,H,Fruites i verdures fresques
31,6,81614,21009.88999999999,2017-01-01,Anoia,Piera,H,Fruites i verdures fresques
32,6,81614,61434.46000000001,2016-01-01,Anoia,Piera,H,Fruites i verdures fresques
33,6,81614,65428.78000000002,2015-01-01,Anoia,Piera,H,Fruites i verdures fresques
34,6,81614,72738.18999999994,2014-01-01,Anoia,Piera,H,Fruites i verdures fresques
35,6,81614,38338.74000000001,2013-01-01,Anoia,Piera,H,Fruites i verdures fresques
36,6,81614,27284.660000000007,2012-01-01,Anoia,Piera,H,Fruites i verdures fresques
37,6,81614,23398.039999999997,2011-01-01,Anoia,Piera,H,Fruites i verdures fresques
38,6,81614,22939.250000000004,2010-01-01,Anoia,Piera,H,Fruites i verdures fresques
39,6,81614,11046.539999999999,2009-01-01,Anoia,Piera,H,Fruites i verdures fresques
40,6,81614,21648.472,2017-01-01,Anoia,Piera,H,Fruites i verdures fresques
41,6,82508,7529.4,2017-01-01,Anoia,Santa Margarida de Montbui,H,Fruites i verdures fresques
42,6,82508,8111.0,2017-01-01,Anoia,Santa Margarida de Montbui,H,Fruites i verdures fresques
43,6,82922,155.0,2017-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
44,6,82922,663.0,2016-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
45,6,82922,981.9399999999999,2015-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
46,6,82922,293.0,2014-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
47,6,82922,365.3,2013-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
48,6,82922,1133.6100000000001,2012-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
49,6,82922,486.0,2011-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
50,6,82922,360.55,2010-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
51,6,82922,372.0,2017-01-01,Anoia,Vallbona d'Anoia,H,Fruites i verdures fresques
52,6,83020,1110.95,2017-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
53,6,83020,1216.18,2016-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
54,6,83020,1264.54,2015-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
55,6,83020,3150.19,2014-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
56,6,83020,3074.9199999999996,2013-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
57,6,83020,3133.26,2012-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
58,6,83020,928.25,2011-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
59,6,83020,360.0,2009-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
60,6,83020,26.0,2007-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
61,6,83020,604.0,2017-01-01,Anoia,Vilanova del Camí,H,Fruites i verdures fresques
62,7,80538,30.0,2007-01-01,Bages,Castellbell i el Vilar,H,Fruites i verdures fresques
63,7,82628,50.0,2010-01-01,Bages,Sant Vicenç de Castellet,H,Fruites i verdures fresques
64,7,82628,33.63,2011-01-01,Bages,Sant Vicenç de Castellet,H,Fruites i verdures fresques
65,7,82628,1392.3,2015-01-01,Bages,Sant Vicenç de Castellet,H,Fruites i verdures fresques
66,7,82628,9897.0,2016-01-01,Bages,Sant Vicenç de Castellet,H,Fruites i verdures fresques
67,7,82628,1476.0,2017-01-01,Bages,Sant Vicenç de Castellet,H,Fruites i verdures fresques
68,7,82628,759.2710000000001,2017-01-01,Bages,Sant Vicenç de Castellet,H,Fruites i verdures fresques
69,7,81136,4471.64,2010-01-01,Bages,Manresa,H,Fruites i verdures fresques
70,7,81136,12002.059999999998,2011-01-01,Bages,Manresa,H,Fruites i verdures fresques
71,7,81136,45288.090000000004,2012-01-01,Bages,Manresa,H,Fruites i verdures fresques
72,7,81136,54726.079999999994,2013-01-01,Bages,Manresa,H,Fruites i verdures fresques
73,7,81136,28268.130000000005,2014-01-01,Bages,Manresa,H,Fruites i verdures fresques
74,7,81136,49849.610000000015,2015-01-01,Bages,Manresa,H,Fruites i verdures fresques
75,7,81136,36048.469999999994,2016-01-01,Bages,Manresa,H,Fruites i verdures fresques
76,7,81136,16315.669999999998,2017-01-01,Bages,Manresa,H,Fruites i verdures fresques
77,7,81136,8418.428,2017-01-01,Bages,Manresa,H,Fruites i verdures fresques
78,7,81402,480.75,2010-01-01,Bages,Navarcles,H,Fruites i verdures fresques
79,7,81402,1495.8000000000002,2011-01-01,Bages,Navarcles,H,Fruites i verdures fresques
80,7,81402,78.7,2012-01-01,Bages,Navarcles,H,Fruites i verdures fresques
81,7,81402,175.65,2013-01-01,Bages,Navarcles,H,Fruites i verdures fresques
82,7,81402,302.67,2014-01-01,Bages,Navarcles,H,Fruites i verdures fresques
83,7,81402,386.60999999999996,2015-01-01,Bages,Navarcles,H,Fruites i verdures fresques
84,7,81402,607.6899999999999,2016-01-01,Bages,Navarcles,H,Fruites i verdures fresques
85,7,82747,286.2,2010-01-01,Bages,Súria,H,Fruites i verdures fresques
86,7,82747,414.8,2011-01-01,Bages,Súria,H,Fruites i verdures fresques
87,7,82747,1651.86,2012-01-01,Bages,Súria,H,Fruites i verdures fresques
88,7,82747,202.0,2013-01-01,Bages,Súria,H,Fruites i verdures fresques
89,7,82747,2278.97,2014-01-01,Bages,Súria,H,Fruites i verdures fresques
90,7,82747,11471.450000000003,2015-01-01,Bages,Súria,H,Fruites i verdures fresques
91,7,82747,9130.16,2016-01-01,Bages,Súria,H,Fruites i verdures fresques
92,7,82747,3824.96,2017-01-01,Bages,Súria,H,Fruites i verdures fresques
93,7,82747,3583.0,2017-01-01,Bages,Súria,H,Fruites i verdures fresques
94,7,80478,279.8,2011-01-01,Bages,Cardona,H,Fruites i verdures fresques
95,7,80478,12.0,2012-01-01,Bages,Cardona,H,Fruites i verdures fresques
96,7,80109,13.32,2012-01-01,Bages,Artés,H,Fruites i verdures fresques
97,7,80109,85.17,2013-01-01,Bages,Artés,H,Fruites i verdures fresques
98,7,80109,20.0,2014-01-01,Bages,Artés,H,Fruites i verdures fresques
99,7,80109,17.0,2015-01-01,Bages,Artés,H,Fruites i verdures fresques
100,7,80109,5021.640000000001,2016-01-01,Bages,Artés,H,Fruites i verdures fresques
101,7,80109,2983.64,2017-01-01,Bages,Artés,H,Fruites i verdures fresques
102,7,80109,4023.0,2017-01-01,Bages,Artés,H,Fruites i verdures fresques
103,7,82135,731.4,2015-01-01,Bages,Sant Fruitós de Bages,H,Fruites i verdures fresques
104,7,82135,204.0,2017-01-01,Bages,Sant Fruitós de Bages,H,Fruites i verdures fresques
105,7,80386,625.5,2017-01-01,Bages,Callús,H,Fruites i verdures fresques
106,7,80386,68.0,2017-01-01,Bages,Callús,H,Fruites i verdures fresques
107,7,81918,1925.0,2017-01-01,Bages,Sallent,H,Fruites i verdures fresques
108,11,80018,11234.650000000001,2016-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
109,11,80018,11762.300000000001,2015-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
110,11,80018,10139.209999999995,2014-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
111,11,80018,9588.47,2013-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
112,11,80018,7779.159999999999,2012-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
113,11,80018,3762.0299999999997,2011-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
114,11,80018,4622.25,2010-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
115,11,80018,2926.1,2009-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
116,11,80018,488.67,2008-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
117,11,80018,1943.0,2007-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
118,11,80018,4772.0,2017-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
119,11,80018,5367.45,2017-01-01,Baix Llobregat,Abrera,H,Fruites i verdures fresques
120,11,80207,5423.690000000001,2016-01-01,Baix Llobregat,Begues,H,Fruites i verdures fresques
121,11,80207,4101.879999999999,2015-01-01,Baix Llobregat,Begues,H,Fruites i verdures fresques
122,11,80207,2566.320000000001,2014-01-01,Baix Llobregat,Begues,H,Fruites i verdures fresques
123,11,80207,3650.4200000000005,2013-01-01,Baix Llobregat,Begues,H,Fruites i verdures fresques
124,11,80207,2936.0,2017-01-01,Baix Llobregat,Begues,H,Fruites i verdures fresques
125,11,80207,2977.3100000000013,2017-01-01,Baix Llobregat,Begues,H,Fruites i verdures fresques
126,11,80569,21271.230000000003,2016-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
127,11,80569,31154.420000000016,2015-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
128,11,80569,26676.280000000002,2014-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
129,11,80569,27127.209999999992,2013-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
130,11,80569,14084.930000000006,2012-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
131,11,80569,5915.84,2011-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
132,11,80569,5138.420000000001,2010-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
133,11,80569,815.0,2009-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
134,11,80569,64.0,2008-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
135,11,80569,20.0,2007-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
136,11,80569,7965.0,2017-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
137,11,80569,9412.210000000001,2017-01-01,Baix Llobregat,Castelldefels,H,Fruites i verdures fresques
138,11,80689,1572.04,2016-01-01,Baix Llobregat,Cervelló,H,Fruites i verdures fresques
139,11,80689,1780.4,2015-01-01,Baix Llobregat,Cervelló,H,Fruites i verdures fresques
140,11,80689,3386.79,2014-01-01,Baix Llobregat,Cervelló,H,Fruites i verdures fresques
141,11,80689,3366.7000000000003,2013-01-01,Baix Llobregat,Cervelló,H,Fruites i verdures fresques
142,11,80689,1105.8,2012-01-01,Baix Llobregat,Cervelló,H,Fruites i verdures fresques
143,11,80689,100.0,2011-01-01,Baix Llobregat,Cervelló,H,Fruites i verdures fresques
144,11,80689,259.0,2017-01-01,Baix Llobregat,Cervelló,H,Fruites i verdures fresques
145,11,80689,251.32,2017-01-01,Baix Llobregat,Cervelló,H,Fruites i verdures fresques
146,11,80728,19623.929999999997,2016-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
147,11,80728,14006.549999999997,2015-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
148,11,80728,18291.5,2014-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
149,11,80728,16415.83,2013-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
150,11,80728,15522.2,2012-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
151,11,80728,13525.0,2011-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
152,11,80728,7249.0,2010-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
153,11,80728,10259.0,2009-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
154,11,80728,9082.0,2008-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
155,11,80728,6456.5,2007-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
156,11,80728,5894.0,2017-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
157,11,80728,9453.11,2017-01-01,Baix Llobregat,Corbera de Llobregat,H,Fruites i verdures fresques
158,11,80734,27896.839999999997,2016-01-01,Baix Llobregat,Cornellà de Llobregat,H,Fruites i verdures fresques
159,11,80734,12495.73,2015-01-01,Baix Llobregat,Cornellà de Llobregat,H,Fruites i verdures fresques
160,11,80734,945.0,2014-01-01,Baix Llobregat,Cornellà de Llobregat,H,Fruites i verdures fresques
161,11,80734,2318.2439999999997,2017-01-01,Baix Llobregat,Cornellà de Llobregat,H,Fruites i verdures fresques
162,11,80734,6176.1,2017-01-01,Baix Llobregat,Cornellà de Llobregat,H,Fruites i verdures fresques
163,11,81691,104007.49000000002,2016-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
164,11,81691,149890.5099999999,2015-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
165,11,81691,102161.73999999998,2014-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
166,11,81691,75440.42999999998,2013-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
167,11,81691,21219.949999999997,2012-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
168,11,81691,8732.359999999997,2011-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
169,11,81691,5347.070000000001,2010-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
170,11,81691,2793.61,2009-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
171,11,81691,12.0,2008-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
172,11,81691,33612.972,2017-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
173,11,81691,31191.63000000001,2017-01-01,Baix Llobregat,el Prat de Llobregat,H,Fruites i verdures fresques
174,11,80765,14354.229999999996,2016-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
175,11,80765,13087.19,2015-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
176,11,80765,12616.330000000004,2014-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
177,11,80765,14903.509999999997,2013-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
178,11,80765,7165.799999999999,2012-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
179,11,80765,2752.8300000000004,2011-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
180,11,80765,1707.48,2010-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
181,11,80765,946.5,2009-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
182,11,80765,466.0,2008-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
183,11,80765,1179.0,2007-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
184,11,80765,6513.0,2017-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
185,11,80765,6138.42,2017-01-01,Baix Llobregat,Esparreguera,H,Fruites i verdures fresques
186,11,80771,35274.51,2016-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
187,11,80771,21083.780000000002,2015-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
188,11,80771,20218.12,2014-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
189,11,80771,14862.429999999998,2013-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
190,11,80771,15364.910000000002,2012-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
191,11,80771,10243.22,2011-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
192,11,80771,5918.8,2010-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
193,11,80771,402.0,2009-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
194,11,80771,18963.0,2017-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
195,11,80771,17084.199999999997,2017-01-01,Baix Llobregat,Esplugues de Llobregat,H,Fruites i verdures fresques
196,11,80898,26706.76,2016-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
197,11,80898,20022.4,2015-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
198,11,80898,14906.07,2014-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
199,11,80898,30324.469999999998,2013-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
200,11,80898,9040.339999999997,2012-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
201,11,80898,2518.9500000000003,2011-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
202,11,80898,41.0,2007-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
203,11,80898,13002.351999999999,2017-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
204,11,80898,13236.380000000003,2017-01-01,Baix Llobregat,Gavà,H,Fruites i verdures fresques
205,11,81234,25558.84,2016-01-01,Baix Llobregat,Molins de Rei,H,Fruites i verdures fresques
206,11,81234,23058.23,2015-01-01,Baix Llobregat,Molins de Rei,H,Fruites i verdures fresques
207,11,81234,5223.0,2014-01-01,Baix Llobregat,Molins de Rei,H,Fruites i verdures fresques
208,11,81234,2111.75,2013-01-01,Baix Llobregat,Molins de Rei,H,Fruites i verdures fresques
209,11,81234,6167.0,2017-01-01,Baix Llobregat,Molins de Rei,H,Fruites i verdures fresques
210,11,81234,16076.199999999999,2017-01-01,Baix Llobregat,Molins de Rei,H,Fruites i verdures fresques
211,11,81477,2620.55,2012-01-01,Baix Llobregat,Olesa de Montserrat,H,Fruites i verdures fresques
212,11,81477,4800.34,2011-01-01,Baix Llobregat,Olesa de Montserrat,H,Fruites i verdures fresques
213,11,81477,5868.7,2010-01-01,Baix Llobregat,Olesa de Montserrat,H,Fruites i verdures fresques
214,11,81477,3018.28,2009-01-01,Baix Llobregat,Olesa de Montserrat,H,Fruites i verdures fresques
215,11,81574,19571.94000000001,2016-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
216,11,81574,30423.89999999999,2015-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
217,11,81574,9217.839999999998,2014-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
218,11,81574,9132.929999999998,2013-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
219,11,81574,3613.0599999999995,2012-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
220,11,81574,2412.0,2011-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
221,11,81574,788.0999999999999,2010-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
222,11,81574,187.04,2009-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
223,11,81574,644.0,2008-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
224,11,81574,1254.0,2007-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
225,11,81574,418.0,2017-01-01,Baix Llobregat,Pallejà,H,Fruites i verdures fresques
226,11,81960,7356.150000000001,2016-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
227,11,81960,11907.959999999997,2015-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
228,11,81960,11363.669999999996,2014-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
229,11,81960,12447.049999999997,2013-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
230,11,81960,10214.320000000002,2012-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
231,11,81960,3987.98,2011-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
232,11,81960,1548.8000000000002,2010-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
233,11,81960,3138.1000000000004,2009-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
234,11,81960,66.0,2008-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
235,11,81960,401.0,2007-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
236,11,81960,324.0,2017-01-01,Baix Llobregat,Sant Andreu de la Barca,H,Fruites i verdures fresques
237,11,82009,136192.83,2016-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
238,11,82009,115017.43000000002,2015-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
239,11,82009,78918.22,2014-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
240,11,82009,103622.41,2013-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
241,11,82009,76113.28,2012-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
242,11,82009,75301.19999999998,2011-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
243,11,82009,64046.27999999997,2010-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
244,11,82009,59481.53,2009-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
245,11,82009,49048.0,2008-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
246,11,82009,36695.0,2007-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
247,11,82009,32599.617000000006,2017-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
248,11,82009,48714.139999999985,2017-01-01,Baix Llobregat,Sant Boi de Llobregat,H,Fruites i verdures fresques
249,11,82042,413.44000000000005,2016-01-01,Baix Llobregat,Sant Climent de Llobregat,H,Fruites i verdures fresques
250,11,82042,967.0,2017-01-01,Baix Llobregat,Sant Climent de Llobregat,H,Fruites i verdures fresques
251,11,82042,674.93,2017-01-01,Baix Llobregat,Sant Climent de Llobregat,H,Fruites i verdures fresques
252,11,82080,49655.52000000001,2016-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
253,11,82080,5608.840000000001,2015-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
254,11,82080,9326.76,2014-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
255,11,82080,13368.84,2013-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
256,11,82080,8069.1100000000015,2012-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
257,11,82080,5972.29,2011-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
258,11,82080,2981.9799999999996,2010-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
259,11,82080,2080.0,2008-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
260,11,82080,4289.0,2007-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
261,11,82080,1604.0,2017-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
262,11,82080,20785.67000000001,2017-01-01,Baix Llobregat,Sant Esteve Sesrovires,H,Fruites i verdures fresques
263,11,82114,292.6,2016-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
264,11,82114,57.28,2015-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
265,11,82114,340.0,2014-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
266,11,82114,301.8,2013-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
267,11,82114,9165.78,2012-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
268,11,82114,10877.96,2011-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
269,11,82114,8185.0,2010-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
270,11,82114,440.0,2009-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
271,11,82114,73.5,2008-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
272,11,82114,28.0,2007-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
273,11,82114,2281.0,2017-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
274,11,82114,2153.0,2017-01-01,Baix Llobregat,Sant Feliu de Llobregat,H,Fruites i verdures fresques
275,11,82172,10794.460000000003,2016-01-01,Baix Llobregat,Sant Joan Despí,H,Fruites i verdures fresques
276,11,82172,11449.49,2015-01-01,Baix Llobregat,Sant Joan Despí,H,Fruites i verdures fresques
277,11,82172,8361.65,2014-01-01,Baix Llobregat,Sant Joan Despí,H,Fruites i verdures fresques
278,11,82172,11840.7,2013-01-01,Baix Llobregat,Sant Joan Despí,H,Fruites i verdures fresques
